content,score,text_processed,topic
"Ternyata bisa di atasi jika restart game, saranY membantu :) Tapi tetap saja itu sedikit mengganggu permainan",4,nyata atasi restart sarany bantu ganggu main,perangkat hp
Game bagus tambahin lagi dong storynya biar panjang sama ini kenapa sinyal gue bagus kok gak bisa masuk malah masalah koneksi internet bagaimana ini,5,bagus biar sinyal bagus tidak masuk koneksi internet,koneksi
"Bagus sih, tapi kok jaringan sudah 4G masih try again mulu. Tolong diperbaikin lagi!!!!!!!",5,bagus jaring try mulu tolong,koneksi
"Gamenya sih bagus, saya suka, tpi knp sering gagal login ya, dan muncul tulisan gagal menyambungkan ke server",3,bagus suka tpi knp gagal login ya muncul tulis gagal sambung server,koneksi
"Wah, salut sama developer Indonesia dengan gamenya kali ini. Story dan ilustrasinya menarik, apalagi Atmanya Tapi yang menurut saya mengganggu itu, kayaknya AI pada karakter ""tidak terlalu"" pintar. Karena ini menggunakan sistem auto attack, apa bisa AI nya dibuat lebih cerdas saat menyerang? Karena sering saya mendapati Atma yang menyerang ke musuh yang hpnya lebih banyak, ketimbang yang hpnya sekarat (1 hit mati), setelah give up berkali2 baru dapat peluang menyerang yang benar.",4,salut developer indonesia gamenya kali story tarik atmanya ganggu ai karakter tidak pintar sistem auto attack ai cerdas serang atma serang musuh timbang sekarat hit mati give luang serang,bahasa atau cerita
"Game nya bagus min tapi masih ada bug bug yg ngeselin contoh pas lagi battle klo signal jelek pasti battle nya gak jalan"" padahal jelek sebentar alhasil harus quit battle, dan loading game nya agak lama padahal wifi kenceng overall bagus apalagi game mengandung unsur indo gua suka, tolong tingkatin lagi min dan untuk gacha gak ampas saya suka",5,bagus min bug bug ngeselin contoh pas battle signal jelek battle tidak jalan jelek alhasil quit battle loading wifi kenceng overall bagus kandung unsur indonesia suka tolong tingkatin min gacha tidak ampas suka,bahasa atau cerita
"Keren.....story dan karakter atmanya mantap..... Cuma mungkin wajah karakternya masih kurang indonesia, masih terlalu mirip dengan anime jepang...... Tapi overall it's amazing...... Maju terus game indonesia go go go",5,keren story karakter wajah anime jepang overall amazing maju indonesia go go go,karya bangsa
"Baru main hari kedua, game nya sejauh ini seru dan bikin penasaran. Tpi kenapa selama main sering loading nya gk selesai selesai, sampe harus tutup paksa, tolong diperbaiki ya min. Mantap",5,main seru penasaran tpi main loading tidak selesai selesai sampe tutup paksa tolong diperbaiki ya min,bahasa atau cerita
Gamenya bagus jalan ceritannya jugak menaring. tapi entah gw aja apa yang lain jugank kayak agak patah-patah gitu gamenya pas lagi main nya.,3,bagus jalan jugak menaring jugank kayak patah patah pas main,perangkat hp
Ini game kenapa??? Baru dimainkan sehari begitu mau masuk malah check your connection.. itu bug atau apa?? Mau support Dev indo malah gamenya gak jelas gini hadeehhh #buka game lain bisa.. malah streaming pun bisa,5,dimainkan masuk check connection bug support dev indonesia gamenya tidak buka streaming,perangkat hp
Game yang sangat menarik ditambah lagi dengan cerita yang penuh misteri. Semoga game ini dapat diadaptasi menjadi anime karena game ini memiliki cerita yang bagus dan dalam pemeran dalam game ini bagus. Semoga dapat berkembang terus,5,tarik ditambah cerita penuh misteri moga diadaptasi anime milik cerita bagus peran bagus kembang,bahasa atau cerita
"Game lumayan asik,, Cuma di game play nya kadang suka stuck di loadingnya,, gak stabil lah, harus relog terus baru jalan lagi, selebihnya masih OK Semangat, tolong di perbaiki itu aja",5,lumbago asyik play kadang suka stuck loadingnya tidak stabil relog jalan oke semangat tolong perbaiki,perangkat hp
Gemnya bagus alur cerita bagus tapi untu jaringan di per baiki lagi dan atma atma nya di perbanyak seru kok gemnya,4,bagus alur cerita bagus untu jaring baiki atma atma seru,bahasa atau cerita
"Suka sama gamenya, tapi servernya belom stabil sepertinya. Masukan dari saya stabilkan lagi servernya.",4,suka servernya belom stabil masuk stabilkan,koneksi
"Koneksi internet buruk sekali, pemakaian ram yang gak ngotak, masa baru main hp udah kaya kompor gas panas sama kaya main codm 10x pertandingan , dan setiap kali ngelakuin apa saja di game selalu loading loading nya pun ngga ngotak lama banget 10 menit sendiri padahal koneksi bagus. Nyesel aku rekomendasi kan game ini ke teman",2,koneksi internet buruk pakai ram tidak ngotak hp kaya kompor gas panas kaya codm tanding loading loading ngotak banget menit koneksi bagus nyesel rekomendasi teman,perangkat hp
Wah seru nih kayaknya nih game wajib coba karya anak bangsa.... Bakalan bersaing dengan game idle lainnya... Best lah buat deplovernya semangat terus......,5,seru wajib coba karya anak bangsa saing idle best semangat,karya bangsa
Menurutku ada beberapa yg harus diperbaiki 1. Pas persiapan battle atma-nya susah di tap/dipindahkan 2. Bahasanya masih campur² 3. Agak lag di hpku redmi 5a,3,diperbaiki pas battle atma susah tap dipindahkan campur lag hpku redmi,perangkat hp
Mantap...gim org Indo... terus berkarya... semua sdh ok cuma 1 krkurangan menurut saya pribadi... sedikit bosan utk up hero... yg laen mantap...itu saja 👍,5,mantap gim org indonesia karya sdh oke krkurangan pribadi bosan utk hero laen mantap,bahasa atau cerita
"Kenapa masuk game nya susah,padahal sudah di reinstal dan switch jaringan tetap masih aja susah masuk.tolong segera diperbaiki",2,masuk susah reinstal switch jaring susah masuk tolong diperbaiki,koneksi
"OMG, ni game bagus nya ga ketulungan. Sejauh ane main, yang ada ane Makin Sayang sama ni game. Produk Anak Bangsa sekarang sudah mulai bisa diajak bersaing dalam industri game. Semangay Tim Agate. Semoga Kontribusi kalian dalam memajukan perindustrian game di +62 bisa jadi yang teratas!",5,omg bagus tidak ketulungan main sayang produk anak bangsa diajak saing industri semangay tim agate moga kontribusi maju industri teratas,karya bangsa
Main ini game di hp ram 2GB masih lag2 pdhl room masih 2GB lebih,2,hp ram pdhl room,perangkat hp
"Internetnya udah enak habis nyoba dari saran, eh malah sering ngebug tombol gk bisa dipencet, kampret lah...",1,enak habis nyoba saran ngebug tombol tidak dipencet kampret,bahasa atau cerita
"Dari segi gameplay nya dah baguslah, cuma sering ngestuck ntah dari jaringan gw atau dari game nya, entahlah. Ya semoga game ini kedepannya semakin bagus 😁.",4,segi gameplay dah baguslah ngestuck ntah jaring ya moga bagus,bahasa atau cerita
mantap ni game gak nyangka klo dari indonesia dan mohon hero lebih diperbanyak,5,tidak nyangka indonesia mohon hero,bahasa atau cerita
Ini game keren banget tapi saya punya keluhan story nya sangat sedikit udah itu aja semoga apdeta nya jadi lebih keren lagi Dan lebih banyak storinya,5,keren banget keluh story moga apdeta keren,bahasa atau cerita
"Keren ,ga nyangka indo bisa bikin RPG tampilan anime. Masukkan dari saya semoga kedepannya ilustrasinya tampilannya 2.5 D / versi Live 2D lah, udah cukup (btw kuyangnya lucu)",5,keren tidak nyangka indonesia rpg tampilan anime masukkan versi live btw lucu,karya bangsa
Game nya keren alur cerita menarik dan karakternya keren. Tapi kinerja game masih kurang baik.,5,keren alur tarik karakternya keren kinerja,bahasa atau cerita
Overall udah baguss Desain karakter + Lore nya keren2. Mungkin yg bisa diupgrade setting suaranya? Karena agak susah untuk mengecilkan sfx khususnya voice (mungkin gegara hp saya juga sih),5,overall baguss desain karakter lore diupgrade setting susah sfx voice gegara hp,bahasa atau cerita
"Game ini semua nya bagus, dari gambar nya, alur ceritanya, karakternya, dll.. Tapi yang sedikit mengganggu adalah game ini suka loading tiba², jadi mengganggu saat main. Tapi selain itu, saya bangga kepada developer yang ngebuat game ini, bagus banget !! Apalagi yang ngebuat nya orang Indonesia, sukses terus ya buat developer !",5,bagus gambar alur dll ganggu suka loading ganggu main developer bagus banget orang indonesia sukses ya developer,bahasa atau cerita
"Gamenya bagus banget cocok buat ngisi waktu luang tapi alangkah bagusnya kalo push rank gak usah di batasin staminanya,atau lebih cepat cooldown energi nya",5,bagus banget cocok ngisi luang alangkah bagusnya push rank tidak batasin staminanya cepat cooldown energi,perangkat hp
"Mentang"" gua pake tri terus, not connected gitu",1,mentang pake tri connected,koneksi
Mantap gamenya gua aja udah punya hero bintang 5 heronya itu Anggatri sama Rama,5,hero bintang heronya anggatri rama,bahasa atau cerita
"Masalah grafik ok, audio ok,story juga ok tapi kok malah ga bisa di buka padahal sinyal 4G tapi kok failed to connect sih tolong perbaiki min",3,grafik oke audio oke story oke tidak buka sinyal failed connect tolong perbaiki min,bahasa atau cerita
game ini gak mudah bosen sumpah mantapp👍👍👍,5,tidak mudah sumpah mantapp,bahasa atau cerita
Bagus cuma... Sering nyendat:'v susah paketanya masuk pdhl pke Telkom kalau bukak permainan lain gak lag pdhal... Saranku cuma 1 aja min tingkatkan lagi game nya dah bagus kok dari segi cerita tokoh²permainan dah bagus sih cuma dari internet aja sering lag loading lama pdhl pktnku cpt,4,bagus nyendat v susah masuk pdhl pke telkom bukak main tidak lag pdhal saranku min tingkatkan dah bagus segi cerita tokohpermainan dah bagus internet lag loading pdhl pktnku cpt,koneksi
"Game nya keren melebihi ekspektasi saya karakternya gameplay nya keren abis, emang toplah bisa buat game seperti ini moga moga makin banyak lagi game ciptaan anak bangsa biar gak main game luar negeri terus 😆...",5,keren ekspektasi gameplay keren abis emang toplah moga moga cipta anak bangsa tidak negeri,karya bangsa
"Gamenya mantep banget, selama ane maen masih belom nemu kekurangannya sih, ya semoga aja gak ada kekurangan, good job buat developer nya, mantul (mantap betul)",5,mantep banget maen belom nemu ya moga tidak good job developer mantul,bahasa atau cerita
Overall sudah bagus game nya. Namun pada saat saya bermain cukup lama game ini mulai terasa sedikit lag atau freeze atau fps drop. HP saya Ram 2GB dan hanya memiliki game ini. Tolong kpd pihak developer lebih di optimalkan lagi kinerja game nya. Sayang bang udah bagus bgt game nya kalo tiba² nyandet pas main kan ganggu bgt takut nya jadi sedikit peminat nya.,5,overall bagus main lag freeze fps drop hp ram milik tolong kpd developer optimalkan kinerja sayang bang bagus bgt nyandet pas ganggu bgt takut minat,perangkat hp
Game nya bagus saya suka karna ada visual novel nya walaupun saya tidak suka turn base tapi gapapa udah di tutupi dengan visual novel grafik audio dll semoga gamenya sukses dan alur ceritanya gak gampang tamat,5,bagus suka visual novel tidak suka turn base tutupi visual novel grafik audio dll moga sukses alur tidak gampang tamat,bahasa atau cerita
anjir lah kaget gua lagunya berubah jadi lebih seram aku main jam 3 malam tapi masih ada keluarga ngumpul,5,anjir kaget ubah seram jam malam keluarga ngumpul,karakter gacha
"Bagus sih alur nya model hero nya tapi 1 yg kurang min karakter nya di jadiin 3d gitu ya min kya game idle lain semangat terus dev aku suka di pembawaan kyak komik/sejenisnya ,suasana nya best lah",5,bagus alur model hero min karakter jadiin ya min kya idle semangat dev suka bawa komik jenis suasana best,bahasa atau cerita
"Untuk dev nya, saya udh 3x reinstall tapi error terus pas download tambahnya, selalu gagal",3,dev reinstall error pas download gagal,koneksi
"Semangat geme indo,dan makasih agande geme badung yg telah buat geme keren",5,semangat geme indonesia makasih agande geme badung geme keren,bahasa atau cerita
"Singkat aja ""Kebanyakan Loading"" Walaupun Internet, RAM, Penyimpanan Stabil",5,singkat loading internet ram simpan stabil,perangkat hp
"Saya Dah Download Dan Gamenya Seru banget , tapi ada bbrp bug atau Keanehan , dipermainannya . 1. Kadang Suka Loading Lama banget , dan ada tulisan failed to connect . 2. Login agak lama . 3. Tombol agak susah dipencet , udah itu aj , tolong diperbaiki , ini kan game Bikinan Indonesia Asli 1000% , tolong development nya , perbaiki Keluhan saya pliz ya nanti kalo dah diperbaiki aku download lagi , soalnya aku baru hapus karena Otakku memanas gara gara Sering Loading Sendiri , oke makasih . :)👍",5,dah download seru banget bbrp bug aneh kadang suka loading banget tulis failed connect login tombol susah dipencet tolong diperbaiki bikin indonesia asli tolong development perbaiki keluh pliz ya dah diperbaiki download hapus otakku panas gara gara loading oke,koneksi
Gameplay mudah dan menarik alur ceritanya lumayan menarik the best dah ini cuman 1 kekurangannya yaitu sering lost connection padahal jaringan penuh udh pake wifi sarannya aj tolong di perbaiki lagi koneksinya Dan juga sudah mengganti menggunakan data cellular tetep lost connection,5,gameplay mudah tarik alur ceritanya lumbago tarik best dah cuman lost connection jaring penuh pake wifi aj tolong perbaiki koneksinya ganti data cellular tetep lost connection,bahasa atau cerita
"Game anak bangsa, mantab jiwa",4,anak bangsa mantab jiwa,karya bangsa
Keren banget sih game ini. Apalagi buatan Indonesia. Bangga banget!,5,keren banget indonesia banget,karya bangsa
"Abis main ini hp tiba-tiba lemot, grafik ok, kontrol juga udah bagus cuma kendalanya itu doang Ram hp gue 3gb",4,abis main hp lemot grafik oke kontrol bagus kendalanya doang ram hp,perangkat hp
"Saat battle tambahin gerakan dong ,jangan cuman nabrak hehe , kalo bisa di 3Din, sama animasi efek skillnya ditambahin biar lebih bagus dan menarik",5,battle gerak cuman nabrak hehe animasi efek skillnya ditambahin biar bagus tarik,bahasa atau cerita
"Gamenya sudah bagus, cerita ok, tapi tolong dipermudah untuk mendapatkan gold dalam jumlah banyak, dengan cara farming atau event, karena saya kesusahan mendapatkan gold Dari tower dan labirin saja tidak ckup karena gold yg didapat sangat sedikit, saya mengenchance 2 hero *5 saya stuck di lv 50 krna kekurangan gold, sementara story sudah habis di ch3, tolongg, goldnya dimudahkan dapat dalam jumlah banyak, itu saja.. terimakasih: terimakasih dan akan saya tunggu perkembangan game ini",5,bagus cerita oke tolong dipermudah gold farming event susah gold tower labirin tidak ckup gold mengenchance hero stuck lv krna gold story habis tolongg dimudahkan tunggu kembang,bahasa atau cerita
Gamenya sangat bagus alur cerita juga sudah bagus💖🇲🇨,5,bagus alur cerita bagus,bahasa atau cerita
"tolong untuk masalah sinyalnya di atasi, klo di buat main lama pasti sinyal langsung down, cuma itu saja sekian terima gaji",3,tolong atasi main sinyal kian terima gaji,bahasa atau cerita
