X,y
suka bgt konsep tampilan makhluk mistis indonesia keren bgt sayang tidak suka tokoh utamanya om om polisi pake kacamata diawal protagonistnya milih gender bagus susah menemukan atur bahasa sedia bahasa indonesia tarung bagus element granblue ya v oke moga,1
apk bagus bgt sexy suka please dibikin cepat logo loading biar tau login kaga setannya sexy tidak takut setan v awoakwoakwoawkaowkaowkaowkaok,-1
bagus pas ko ngestuck loading ya jaring lancar failed ngeconect,1
dibuatkan alur cerita side story karakter atma donk,1
tolong buatkan esport min,1
seru gachanya lumbago mudah,1
main failed conection mulu,-1
mohon gambar atma perang diperkecil dikasih space biar enak dipandang skill keliatan demage buff debuff masuk,1
mantep tinggal tambahkan event tarik,1
maaf rating rendah tidak main anomaly detect hapus aplikasi kemingkinan tolong,-1
bagus tpi kendala bug chapter gabisa claim hadiah chapter,1
kamvret gagal hubung lancar pas coba periksa koneksi periksa bug kamvret,-1
bagus akses pilih login akun tidak ya jaring lancar pakai wifi paksa login guest tawar bind akun terima muncul mohon,1
liat tidak lupa atma mitos cerita jawa hantu indonesia segi karakter atma bagus dah desain tidak kalah keren dah,1
seru kadang tidak layak anak anak tolong developer diubah kasar anak anak main saran semangat developer,1
coba gagal log masuk bugs coba masuk masuk tidak log sampe tetep stuck tolong bantu,1
bonusssss tpi delay match kadang reconnecting sinyal bagus bagus,1
admin update akun ilang kaitkan,-1
kereennn pol ez bintang,1
bagus banget audionya enakkkkk wajib donlod tidak yah bahasa inggris diubah bahasa indonesia makasih ya agate games ngeluarin sukses,1
indonesia mantep moga cepat update biar story diperbanyak cintai produk lokal,1
maaf bagus beli special offer tidak kirim inbox bag ya bayar gopay harap erti moga sukses,1
min tolong dikasih fitur rebirth donk tidak hilang atma gold exp upgrade atma bayar diamond gitu min ganti atma juang keras balikin status atma atma tolong ya min bintang bagus suka oh iya lupa kadang tulis code atma henti tolong diperbaiki ya min,1
tambahkan voice chacter biar keren,1
kak ceritanya tidak kak tidak jalan jalan cari hantu maaf kak,1
bagus banget gameplay bagus nyaman main santai saran kedepannya karakter disetiap pasukkan animasi kadar gambar puas lupa suara karakter biar asyik rate ditingkatkan sulit pasukkan bintang adakan event rate,-1
good story shin tensei good job indonesian discord group link,1
hapus download akun tidak dikembalikan nge lag banget masuk lemot banget sinyal internet lancar kecewa banget,-1
bagus jdiin open word yak saran doang kak,1
gameplay rpg sederhana tidak rumit nyaman seru dimainkan tarik diikuti ganggu alami battle langsung salah atma kena efek freeze musuh gilir atma kena freeze main stuck tidak tarung atma diam patung bug lampirkan developer overall keren seru,1
nemu sebagus rpg favorit tidak nyangka diamond coin mikir beneran dpt tidak nyangka semngat trs moga update seru lagiii,1
update playstore versi versi,-1
indonesia kembangkan tangkap sinyal suka loading mulu tidak tau sinyal tolong diperbaiki ya developer segi serang dlm aga kaku oke tidak pelit best dah indonesia,1
developer fitur bahasa indonesia tidak yh main code atma bahasa indonesia tolong fitur bahasa indonesia developer tunggu update tan,1
ih seru seru idle indonesia banget gachanya donk butuh spin emang gacha ampas tingkatin gerak karakternya min biar keren,1
info code atma pakai mbps habis paket tolong perbaiki bintang,1
bagus suka nuansa vibe phoenix wrightnya saran ditambah quaility life fitur quick battle skip battle fight club labiryn fitur quick deploy errandnya biar kayak idle heroes gitu,1
bener download main suruh update taik,-1
bagus mereviews gamenya disosmed download tarik main suka mereview kerjaan samping hehe chanels youtube bingung konten referensinya bagus,1
siiipp tmbh bnyk u chapterny characterny,1
bagus crash hp lancar berat tolong diperbaiki,1
suka banget layan cs agate tidak ngerti tetep respons jelasin cs eror kali akun pindahin akun baruu pokok luv banget layan moga event keren kedepan,1
keren banget asli segi grafik gameplay tarik gachanya bagus saran tolong tambahkan atma baya malin kundang mariaban begu ganjang parang irang jerangkong lele truna dll,1
ayo dev tingkatin overall dah puas bagus bagus,1
tidak pdhl ditungguin sampe stngg jam pake data tidak paks wifi jga tidak pdhl lancar tolong,-1
bagus banget keren ahaha keren banget,1
tester rpg tidak perbolehkan hero battlefield pisahkan sistem battle skill repot tunggu gilir skill skill nyala nunggu gilir full auto tidak unsur strategi setidak ubahlah battle full auto target serang pilih ubah,-1
keren bagus moga anak bangsa indonesia maju,1
seru banget karakter bagus suka banget,1
games seru kadang kadang leg dikit bagus kembagin ya nambah bagus,1
ghost ala indonesia keren power adu power apk keren,1
bagus friendly gaperlu gabisa grinding minus tidak stabil gacha sakit hati,1
keren bgt rekomandasi bgt,1
good luck developer love u,1
min saran min negeri alangkah baiknya bahasanya pake bahasa indonesia min ya games ajar min semangat mimin,1
bagus kadang sinyal bagus tidak mainin,1
bintang dariku bagus untukku rekomendasi worth mainkan,1
loading mulu jaring bagus,1
seru banget dimaklumi karya anak bangsa wajib dukung mendownload rating bintang love developer,1
bagus kadang susah nekennya lumbago tidak bahasa inggris mohon bahasa indonesia selesai battle loading lumbago,-1
amazing indonesian ever seen keep good work waiting update,1
keren gamenya jalan ceritanya jga asyik best dah,1
plot story keliatan bagus banget si jujur tidak kalah bagus plot story backsound theme cocok banget nambah kesan cerita best,1
jam maen koneksi gagal alhasil login maen moba lancar maen asu dah,-1
tidak pake bahasa indonesia ya,1
kuy dukung indonesia spam,-1
bagus tingal kembang bandingin rupa coba kaya barace frontier labirint sweep buang grafik perbagus tingkat permudah kaya brave frontier keren ngambil indonesia,1
tidak ya fleksibel keren tidak mukul,1
gameplay bagus segi karakter dikembangkan tidak lihat kaku,1
tidak jalan reinstall sinyal bagus tetep tidak jalan tolong perbaiki,-1
main mb liat puncak dri pda download sampe mending download sampe mb ditambah lihat ubah cerita bahasa karakter,1
bagus tinggal bugnya repot hehehe besok upload channelku ljo lihat silakan nama kresno channel,1
bagus grafik jalan cerita penasaran atma keren moga bagus nyaman dimainkan handphone manapun,1
semangat efek realisasikan tidak kaya adu tumbuk kkakwakowkaowkak,-1
download update selesai shin tensei ambil referensi istilah compedium dicomot mentah mentah,1
oke suai janji bagus baget skaligus bintang nich,1
baca komik skaligus tpi kya koneksi min moga kedepan ya smoga sukses min,1
seru woi tagih indonesia seru opening mantap alur ceritanya seru idle seru dahh,1
developer buru kasih hero bintang donk biar tidak bosen susah bgt hero make hero resources,1
bagus parah atma min,1
keren bagus tingkatkan semangat bust developer moga bagus,1
next bagus tingkat cinta produk negeri,1
main seminggu update aplikasi playstore kali bilang butuh fitur reset level atma battle keliatan jelek atma pasang seakan tumpuk atma baris bahan upgrade bintang inventori atma banget penuh paksa perluas bagus,1
bagus familiar seru banget kenal tokoh tokoh horor legendaris negara indonesia cinta ditunggu update update,1
tanggap komentar alhamdulillah tidak stuck tutorial bagus bagus tarik moga download mainkan keren,1
bagus log coba log berkali kali handphone ulang diperbaiki cepat hiraukan komentar tidak ganggu,-1
bagus kedepan char jdiin skill perjelas usul atma budaya ap ap gerak atma serang tolong kasih fitur cancel skill kya klik ato kya diliat angel atma nyrang atma pahlawan ato sunan raja kerjaan hewan tunggu mitos kya buaya putih voice actor bug susah mencet tombol loh,1
bagus batre cpet bgt abis padagal efek skill tidak kilau jago babi ngepet 200 damage andai upgrade smp bintang,1
update terooooooooooooosssss dikit update update dikit,1
bagus banget gampang mainya exp gold best dah karakter nungguin,1
bagus tidak ekspetasi diawal ekspetasi nyata beda dikembangkan,1
idle hibur mudah dikendalikan musik art apik karakter karakter lokal unik ditunggu update moga episode cekam,1
bagus developer orang indonesia,1
bagus banget cocok nemenin bosen modern cocok dah nilai plus si pocong cepetin terjemah males mikir bahasa inggris,1
bagus tidak susah mainnya tingkatin levelnya jalan unik btw main kemarin ya gabisa saran bagus oya keren kayak horor seru wkwkwk mantep dah nti diupdate seru lg,1
indonesia banget suka alur skil grafik lumbago bagus kedepan ramai banget saranin download kaga nyesel dijamin,1
mebarik anak bangsa kereen,-1
bagus persona versi lokal wkwk cuman bug pas nonton iklan macet,-1
bagus bagus klu tidak tulis bagus klu pake suara,1
hmm kuntay jadiin waifu wkwowkwo,1
wow bagus main bosan seru main suka,1
bagus banget tidak serem tarik tidak pelit diamond pokoknya tidak nyesel dah main pakek kuota,1
kecewa ngefreze layar hitam patah kirim email tpi email tidak valid membanggongkan developer pantes sepi,-1
seru alur tarik tidak nyesel deh download,1
bagus banget sayang hp kentang ngelag deh tolong rubah kapasitas milik hp kentang nikmat bagus,1
download menit gacha dikasih hero wkkw gokill kasih bintang lu dev semangat ngembangin,1
tolong dikembang dandimoderenisasi landscape skrng cintaindonesia wajib donwload,1
versi komik nusantara droid war keren,1
permisi saran tolong diperbaiki ya terima,-1
hpku lngs panas anjim,1
bagus suport bintang adain riset hero hero bagus tidak buang exp,1
kait akun henti teruus ya kendala hp tolong sediakan opsi klaim gacha ampas kek gim gacha v,-1
tolong cerita tamat plisssss update,1
semangat dev gemar lupa update chapter,1
suka kembangkan bro broku hp kentang main suka lag wkwkwk,1
bug perbaiki paksa uninstall,-1
gacha pake tiker iseng iseng pake diamond hamoman,1
retry login pake telkomsel,-1
bagus sulit orang untung,1
nyata atasi restart sarany bantu ganggu main,1
kembang lgi dev tambahkan fitur,1
kak loging ya mohon bantua,-1
bagus gamenya gpplah semangat min,1
tolong atur tidak seneng banget,1
stuck pas logo sponsor tidak masuk tolong donk,-1
bagus kak segi alur cerita bagus saran ditambah fitur change account kak biar tidak bosan make akun,1
ambil tema mitos indonesia cerita bagus kreatif semangat yaa moga kembang sukses,1
kak blank screen loading agate yaa download uninstall,1
bagus banget suka deh moga update semangat tim agate,1
mantap keren alur seru tpi sayang tidak bahasa knp gtu tidak bahasa bilang tidak bahasa inggris tolong developer segerakan bahasa,1
dear developer gacha anggatri biji aggatri biji,1
mint temu kendala apapun update pokoknya mint,-1
dikembangkan utama grafik kaku wayang karakternya gerak tampilannya cuman dibesar dikecilin tangan kaki badannya gerak gerak tangan skill kaku kesan wayang idle kaya wayang kartu min loh tidak zaman suara karakter lihat kaya suaranya tidak suara tidak seru,-1
tolong ngesummon atma rasio atma bintang tingkatkan,1
mantul bet otomatis tidak ngebosenin story penasaran ngebayangin dah gimana code atma didunia nyata ketemu kunti kali ya v,1
serius tidak fitur bwt nampilin character beranda,1
bagus susah banget level,1
semangat bagus gameplaynya simpel banga liat hasil karya anak bangsa maju teruss adain fitur real time pvp,1
tidak tega bintang overall buruk gameplay monoton playstore idle rpg bercombo jdi frame kasih fitur matikan animasi skill skill animasi andal kasihlah fitur skip statistik tidak stuk match ya dewa rate dm gold benerin f2p friendly biar ramai,-1
oalah pas login dikasih maintance biar player tidak bingung dev skalian kasih saran deh orang keluhin atma dikit usahain atma atma urban legend indonesia gameplay lambat fitur cepat bkn cmn slot atma idle mainin seminimal pny slot main susah nambah hero upgrade star hero,1
drop rate draw 10x dpt hero draw pakai diamond dah tidak kntl sampah,-1
gilaaaa keren oooy buru download bangga seru,1
bagus keren saran guild clan duel player online tolong,1
tolong ambil hadiah chapter ngebug ya tolong diperbaiki,1
main ikon putar sinyal bagus diperbaiki jaring,1
coba login masuk tidak ya tolong diperbaiki,-1
nicee ksi monoton bang,-1
saran main main story,1
seru event jngan level blm lawan ya magol,1
oemberitahuan uodate tidak update,-1
bagus kak masuk gerak kak kaya kak maju karya anak bangsa,1
blom maen nin lumbago bagus poto download,1
suka banget code atma gameplay bagus grafik smooth indonesia nama atma dipakai nama makhluk astral indonesia wih cinta main code atma main ya teman teman gamers,1
bener bener keren min gemnya gem indonesia si yah min upgrade animasi biar saing gem gem tau gem internasional gem gem,1
bagus unik gameplay senang code atma kesini update jeda erti update tuju bug fitur update lelah update terima,1
seru alur bagus lg biar jos,1
keren banget ngak kalah negeri,-1
bagus banget seru degan hayuuuuk gaskan mamang donlot ae tidak nyesel nice mint,1
unduh menit nunggu blum masuk stuck loading,-1
keren banget moga bagus kembang temenku cuga jd tagih main panas panasin,1
masuk plus jaring bagus tunggu loading,1
nice bintang app bintang gampang banget kasi bintang dah,1
puas anak bangsa ya knp pakai bahasa indonesia pdhl enak liat pake bahasa indonesia,1
bagus banget sumpah gg asli btw aploud video bang,1
tolong mode offline biar pas tidak paket mainkan kpn,1
bagus apresiasi putus log ulang hp bermasalah main pakai koneksi stabil lancar,1
bagus alur suka bug tolong niatkan ya,1
dh bahasa indonesia tidak indonya inggris indonesia,1
tulis new update nutupin layar cek tidak ccd ah jngn dowload,-1
bagus aadalah hantu indonesia suka jalan ceritanya bagus penuh misteri harap karakter cerita mantap dah kasih bintang suka,1
tolong min perbaiki jaring battle reconnect mulu jaring lancar,1
kesini gacha susah astaga,-1
mantap dlm negeri josss,1
bagus banget code atma grafik anime indonesia makhluk mitologi,1
bagus segi grafik desain character dll tolong perbaiki bug update main bebarap menit update tidak update playstore tolong perbaiki bug update chapter tolong setting vertikal horizontal nyaman veritikal horizontal nyaman main,1
